f x0 stability
4.291934260128778260e+04 1.000000000000000000e+00 0.000000000000000000e+00
5.689866029018293193e+04 1.000000000000000000e+00 0.000000000000000000e+00
7.543120063354607555e+04 1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+05 1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 1.081632653061224580e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.081632653061224580e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.081632653061224580e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.081632653061224580e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.081632653061224580e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.081632653061224580e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.081632653061224580e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.081632653061224580e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.081632653061224580e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.081632653061224580e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.081632653061224580e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.081632653061224580e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.081632653061224580e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.081632653061224580e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.081632653061224580e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.081632653061224580e+00 0.000000000000000000e+00
9.102981779915218397e+00 1.081632653061224580e+00 0.000000000000000000e+00
1.206792640639328873e+01 1.081632653061224580e+00 0.000000000000000000e+00
1.599858719606057278e+01 1.081632653061224580e+00 0.000000000000000000e+00
2.120950887920190553e+01 1.081632653061224580e+00 0.000000000000000000e+00
2.811768697974230946e+01 1.081632653061224580e+00 0.000000000000000000e+00
3.727593720314938253e+01 1.081632653061224580e+00 0.000000000000000000e+00
4.941713361323833453e+01 1.081632653061224580e+00 0.000000000000000000e+00
6.551285568595508835e+01 1.081632653061224580e+00 0.000000000000000000e+00
8.685113737513520960e+01 1.081632653061224580e+00 0.000000000000000000e+00
1.151395399326446949e+02 1.081632653061224580e+00 0.000000000000000000e+00
1.526417967175233343e+02 1.081632653061224580e+00 0.000000000000000000e+00
2.023589647725157477e+02 1.081632653061224580e+00 1.000000000000000000e+00
2.682695795279724393e+02 1.081632653061224580e+00 1.000000000000000000e+00
3.556480306223128309e+02 1.081632653061224580e+00 1.000000000000000000e+00
4.714866363457394414e+02 1.081632653061224580e+00 2.000000000000000000e+00
6.250551925273969118e+02 1.081632653061224580e+00 2.000000000000000000e+00
8.286427728546842673e+02 1.081632653061224580e+00 2.000000000000000000e+00
1.098541141987557239e+03 1.081632653061224580e+00 4.000000000000000000e+00
1.456348477501244361e+03 1.081632653061224580e+00 6.000000000000000000e+00
1.930697728883249511e+03 1.081632653061224580e+00 9.000000000000000000e+00
2.559547922699533046e+03 1.081632653061224580e+00 1.400000000000000000e+01
3.393221771895329766e+03 1.081632653061224580e+00 2.300000000000000000e+01
4.498432668969444421e+03 1.081632653061224580e+00 3.900000000000000000e+01
5.963623316594636890e+03 1.081632653061224580e+00 6.500000000000000000e+01
7.906043210907701905e+03 1.081632653061224580e+00 1.200000000000000000e+02
1.048113134154685213e+04 1.081632653061224580e+00 1.980000000000000000e+02
1.389495494373135989e+04 1.081632653061224580e+00 2.120000000000000000e+02
1.842069969326716455e+04 1.081632653061224580e+00 2.180000000000000000e+02
2.442053094548649824e+04 1.081632653061224580e+00 2.220000000000000000e+02
3.237457542817639842e+04 1.081632653061224580e+00 2.240000000000000000e+02
4.291934260128778260e+04 1.081632653061224580e+00 2.240000000000000000e+02
5.689866029018293193e+04 1.081632653061224580e+00 2.240000000000000000e+02
7.543120063354607555e+04 1.081632653061224580e+00 2.260000000000000000e+02
1.000000000000000000e+05 1.081632653061224580e+00 2.260000000000000000e+02
1.000000000000000056e-01 1.163265306122448939e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.163265306122448939e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.163265306122448939e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.163265306122448939e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.163265306122448939e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.163265306122448939e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.163265306122448939e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.163265306122448939e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.163265306122448939e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.163265306122448939e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.163265306122448939e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.163265306122448939e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.163265306122448939e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.163265306122448939e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.163265306122448939e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.163265306122448939e+00 0.000000000000000000e+00
9.102981779915218397e+00 1.163265306122448939e+00 0.000000000000000000e+00
1.206792640639328873e+01 1.163265306122448939e+00 0.000000000000000000e+00
1.599858719606057278e+01 1.163265306122448939e+00 0.000000000000000000e+00
2.120950887920190553e+01 1.163265306122448939e+00 0.000000000000000000e+00
2.811768697974230946e+01 1.163265306122448939e+00 0.000000000000000000e+00
3.727593720314938253e+01 1.163265306122448939e+00 0.000000000000000000e+00
4.941713361323833453e+01 1.163265306122448939e+00 0.000000000000000000e+00
6.551285568595508835e+01 1.163265306122448939e+00 0.000000000000000000e+00
8.685113737513520960e+01 1.163265306122448939e+00 0.000000000000000000e+00
1.151395399326446949e+02 1.163265306122448939e+00 1.000000000000000000e+00
1.526417967175233343e+02 1.163265306122448939e+00 1.000000000000000000e+00
2.023589647725157477e+02 1.163265306122448939e+00 1.000000000000000000e+00
2.682695795279724393e+02 1.163265306122448939e+00 3.000000000000000000e+00
3.556480306223128309e+02 1.163265306122448939e+00 4.000000000000000000e+00
4.714866363457394414e+02 1.163265306122448939e+00 5.000000000000000000e+00
6.250551925273969118e+02 1.163265306122448939e+00 7.000000000000000000e+00
8.286427728546842673e+02 1.163265306122448939e+00 1.100000000000000000e+01
1.098541141987557239e+03 1.163265306122448939e+00 1.700000000000000000e+01
1.456348477501244361e+03 1.163265306122448939e+00 2.600000000000000000e+01
1.930697728883249511e+03 1.163265306122448939e+00 4.000000000000000000e+01
2.559547922699533046e+03 1.163265306122448939e+00 6.400000000000000000e+01
3.393221771895329766e+03 1.163265306122448939e+00 1.090000000000000000e+02
4.498432668969444421e+03 1.163265306122448939e+00 2.120000000000000000e+02
5.963623316594636890e+03 1.163265306122448939e+00 2.390000000000000000e+02
7.906043210907701905e+03 1.163265306122448939e+00 2.560000000000000000e+02
1.048113134154685213e+04 1.163265306122448939e+00 2.640000000000000000e+02
1.389495494373135989e+04 1.163265306122448939e+00 2.670000000000000000e+02
1.842069969326716455e+04 1.163265306122448939e+00 2.700000000000000000e+02
2.442053094548649824e+04 1.163265306122448939e+00 2.710000000000000000e+02
3.237457542817639842e+04 1.163265306122448939e+00 2.720000000000000000e+02
4.291934260128778260e+04 1.163265306122448939e+00 2.720000000000000000e+02
5.689866029018293193e+04 1.163265306122448939e+00 2.720000000000000000e+02
7.543120063354607555e+04 1.163265306122448939e+00 2.730000000000000000e+02
1.000000000000000000e+05 1.163265306122448939e+00 2.730000000000000000e+02
1.000000000000000056e-01 1.244897959183673519e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.244897959183673519e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.244897959183673519e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.244897959183673519e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.244897959183673519e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.244897959183673519e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.244897959183673519e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.244897959183673519e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.244897959183673519e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.244897959183673519e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.244897959183673519e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.244897959183673519e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.244897959183673519e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.244897959183673519e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.244897959183673519e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.244897959183673519e+00 0.000000000000000000e+00
9.102981779915218397e+00 1.244897959183673519e+00 0.000000000000000000e+00
1.206792640639328873e+01 1.244897959183673519e+00 0.000000000000000000e+00
1.599858719606057278e+01 1.244897959183673519e+00 0.000000000000000000e+00
2.120950887920190553e+01 1.244897959183673519e+00 0.000000000000000000e+00
2.811768697974230946e+01 1.244897959183673519e+00 0.000000000000000000e+00
3.727593720314938253e+01 1.244897959183673519e+00 0.000000000000000000e+00
4.941713361323833453e+01 1.244897959183673519e+00 1.000000000000000000e+00
6.551285568595508835e+01 1.244897959183673519e+00 1.000000000000000000e+00
8.685113737513520960e+01 1.244897959183673519e+00 1.000000000000000000e+00
1.151395399326446949e+02 1.244897959183673519e+00 2.000000000000000000e+00
1.526417967175233343e+02 1.244897959183673519e+00 3.000000000000000000e+00
2.023589647725157477e+02 1.244897959183673519e+00 4.000000000000000000e+00
2.682695795279724393e+02 1.244897959183673519e+00 6.000000000000000000e+00
3.556480306223128309e+02 1.244897959183673519e+00 9.000000000000000000e+00
4.714866363457394414e+02 1.244897959183673519e+00 1.200000000000000000e+01
6.250551925273969118e+02 1.244897959183673519e+00 1.800000000000000000e+01
8.286427728546842673e+02 1.244897959183673519e+00 2.700000000000000000e+01
1.098541141987557239e+03 1.244897959183673519e+00 4.100000000000000000e+01
1.456348477501244361e+03 1.244897959183673519e+00 6.300000000000000000e+01
1.930697728883249511e+03 1.244897959183673519e+00 1.000000000000000000e+02
2.559547922699533046e+03 1.244897959183673519e+00 1.840000000000000000e+02
3.393221771895329766e+03 1.244897959183673519e+00 2.460000000000000000e+02
4.498432668969444421e+03 1.244897959183673519e+00 2.860000000000000000e+02
5.963623316594636890e+03 1.244897959183673519e+00 3.020000000000000000e+02
7.906043210907701905e+03 1.244897959183673519e+00 3.100000000000000000e+02
1.048113134154685213e+04 1.244897959183673519e+00 3.140000000000000000e+02
1.389495494373135989e+04 1.244897959183673519e+00 3.160000000000000000e+02
1.842069969326716455e+04 1.244897959183673519e+00 3.160000000000000000e+02
2.442053094548649824e+04 1.244897959183673519e+00 3.180000000000000000e+02
3.237457542817639842e+04 1.244897959183673519e+00 3.180000000000000000e+02
4.291934260128778260e+04 1.244897959183673519e+00 3.180000000000000000e+02
5.689866029018293193e+04 1.244897959183673519e+00 3.180000000000000000e+02
7.543120063354607555e+04 1.244897959183673519e+00 3.180000000000000000e+02
1.000000000000000000e+05 1.244897959183673519e+00 3.180000000000000000e+02
1.000000000000000056e-01 1.326530612244897878e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.326530612244897878e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.326530612244897878e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.326530612244897878e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.326530612244897878e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.326530612244897878e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.326530612244897878e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.326530612244897878e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.326530612244897878e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.326530612244897878e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.326530612244897878e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.326530612244897878e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.326530612244897878e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.326530612244897878e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.326530612244897878e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.326530612244897878e+00 0.000000000000000000e+00
9.102981779915218397e+00 1.326530612244897878e+00 0.000000000000000000e+00
1.206792640639328873e+01 1.326530612244897878e+00 0.000000000000000000e+00
1.599858719606057278e+01 1.326530612244897878e+00 0.000000000000000000e+00
2.120950887920190553e+01 1.326530612244897878e+00 0.000000000000000000e+00
2.811768697974230946e+01 1.326530612244897878e+00 1.000000000000000000e+00
3.727593720314938253e+01 1.326530612244897878e+00 1.000000000000000000e+00
4.941713361323833453e+01 1.326530612244897878e+00 2.000000000000000000e+00
6.551285568595508835e+01 1.326530612244897878e+00 3.000000000000000000e+00
8.685113737513520960e+01 1.326530612244897878e+00 4.000000000000000000e+00
1.151395399326446949e+02 1.326530612244897878e+00 5.000000000000000000e+00
1.526417967175233343e+02 1.326530612244897878e+00 6.000000000000000000e+00
2.023589647725157477e+02 1.326530612244897878e+00 9.000000000000000000e+00
2.682695795279724393e+02 1.326530612244897878e+00 1.300000000000000000e+01
3.556480306223128309e+02 1.326530612244897878e+00 1.700000000000000000e+01
4.714866363457394414e+02 1.326530612244897878e+00 2.500000000000000000e+01
6.250551925273969118e+02 1.326530612244897878e+00 3.600000000000000000e+01
8.286427728546842673e+02 1.326530612244897878e+00 5.300000000000000000e+01
1.098541141987557239e+03 1.326530612244897878e+00 8.100000000000000000e+01
1.456348477501244361e+03 1.326530612244897878e+00 1.310000000000000000e+02
1.930697728883249511e+03 1.326530612244897878e+00 2.220000000000000000e+02
2.559547922699533046e+03 1.326530612244897878e+00 2.690000000000000000e+02
3.393221771895329766e+03 1.326530612244897878e+00 3.060000000000000000e+02
4.498432668969444421e+03 1.326530612244897878e+00 3.200000000000000000e+02
5.963623316594636890e+03 1.326530612244897878e+00 3.280000000000000000e+02
7.906043210907701905e+03 1.326530612244897878e+00 3.320000000000000000e+02
1.048113134154685213e+04 1.326530612244897878e+00 3.340000000000000000e+02
1.389495494373135989e+04 1.326530612244897878e+00 3.360000000000000000e+02
1.842069969326716455e+04 1.326530612244897878e+00 3.360000000000000000e+02
2.442053094548649824e+04 1.326530612244897878e+00 3.370000000000000000e+02
3.237457542817639842e+04 1.326530612244897878e+00 3.370000000000000000e+02
4.291934260128778260e+04 1.326530612244897878e+00 3.380000000000000000e+02
5.689866029018293193e+04 1.326530612244897878e+00 3.380000000000000000e+02
7.543120063354607555e+04 1.326530612244897878e+00 3.380000000000000000e+02
1.000000000000000000e+05 1.326530612244897878e+00 3.380000000000000000e+02
1.000000000000000056e-01 1.408163265306122458e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.408163265306122458e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.408163265306122458e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.408163265306122458e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.408163265306122458e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.408163265306122458e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.408163265306122458e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.408163265306122458e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.408163265306122458e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.408163265306122458e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.408163265306122458e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.408163265306122458e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.408163265306122458e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.408163265306122458e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.408163265306122458e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.408163265306122458e+00 0.000000000000000000e+00
9.102981779915218397e+00 1.408163265306122458e+00 0.000000000000000000e+00
1.206792640639328873e+01 1.408163265306122458e+00 0.000000000000000000e+00
1.599858719606057278e+01 1.408163265306122458e+00 1.000000000000000000e+00
2.120950887920190553e+01 1.408163265306122458e+00 1.000000000000000000e+00
2.811768697974230946e+01 1.408163265306122458e+00 1.000000000000000000e+00
3.727593720314938253e+01 1.408163265306122458e+00 2.000000000000000000e+00
4.941713361323833453e+01 1.408163265306122458e+00 3.000000000000000000e+00
6.551285568595508835e+01 1.408163265306122458e+00 4.000000000000000000e+00
8.685113737513520960e+01 1.408163265306122458e+00 5.000000000000000000e+00
1.151395399326446949e+02 1.408163265306122458e+00 7.000000000000000000e+00
1.526417967175233343e+02 1.408163265306122458e+00 1.000000000000000000e+01
2.023589647725157477e+02 1.408163265306122458e+00 1.400000000000000000e+01
2.682695795279724393e+02 1.408163265306122458e+00 1.900000000000000000e+01
3.556480306223128309e+02 1.408163265306122458e+00 2.700000000000000000e+01
4.714866363457394414e+02 1.408163265306122458e+00 4.100000000000000000e+01
6.250551925273969118e+02 1.408163265306122458e+00 6.000000000000000000e+01
8.286427728546842673e+02 1.408163265306122458e+00 9.200000000000000000e+01
1.098541141987557239e+03 1.408163265306122458e+00 1.570000000000000000e+02
1.456348477501244361e+03 1.408163265306122458e+00 2.180000000000000000e+02
1.930697728883249511e+03 1.408163265306122458e+00 2.770000000000000000e+02
2.559547922699533046e+03 1.408163265306122458e+00 3.160000000000000000e+02
3.393221771895329766e+03 1.408163265306122458e+00 3.320000000000000000e+02
4.498432668969444421e+03 1.408163265306122458e+00 3.410000000000000000e+02
5.963623316594636890e+03 1.408163265306122458e+00 3.450000000000000000e+02
7.906043210907701905e+03 1.408163265306122458e+00 3.480000000000000000e+02
1.048113134154685213e+04 1.408163265306122458e+00 3.490000000000000000e+02
1.389495494373135989e+04 1.408163265306122458e+00 3.500000000000000000e+02
1.842069969326716455e+04 1.408163265306122458e+00 3.510000000000000000e+02
2.442053094548649824e+04 1.408163265306122458e+00 3.510000000000000000e+02
3.237457542817639842e+04 1.408163265306122458e+00 3.510000000000000000e+02
4.291934260128778260e+04 1.408163265306122458e+00 3.510000000000000000e+02
5.689866029018293193e+04 1.408163265306122458e+00 3.510000000000000000e+02
7.543120063354607555e+04 1.408163265306122458e+00 3.510000000000000000e+02
1.000000000000000000e+05 1.408163265306122458e+00 3.510000000000000000e+02
1.000000000000000056e-01 1.489795918367347038e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.489795918367347038e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.489795918367347038e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.489795918367347038e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.489795918367347038e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.489795918367347038e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.489795918367347038e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.489795918367347038e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.489795918367347038e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.489795918367347038e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.489795918367347038e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.489795918367347038e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.489795918367347038e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.489795918367347038e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.489795918367347038e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.489795918367347038e+00 0.000000000000000000e+00
9.102981779915218397e+00 1.489795918367347038e+00 0.000000000000000000e+00
1.206792640639328873e+01 1.489795918367347038e+00 1.000000000000000000e+00
1.599858719606057278e+01 1.489795918367347038e+00 1.000000000000000000e+00
2.120950887920190553e+01 1.489795918367347038e+00 1.000000000000000000e+00
2.811768697974230946e+01 1.489795918367347038e+00 2.000000000000000000e+00
3.727593720314938253e+01 1.489795918367347038e+00 3.000000000000000000e+00
4.941713361323833453e+01 1.489795918367347038e+00 5.000000000000000000e+00
6.551285568595508835e+01 1.489795918367347038e+00 6.000000000000000000e+00
8.685113737513520960e+01 1.489795918367347038e+00 8.000000000000000000e+00
1.151395399326446949e+02 1.489795918367347038e+00 1.100000000000000000e+01
1.526417967175233343e+02 1.489795918367347038e+00 1.500000000000000000e+01
2.023589647725157477e+02 1.489795918367347038e+00 2.200000000000000000e+01
2.682695795279724393e+02 1.489795918367347038e+00 3.100000000000000000e+01
3.556480306223128309e+02 1.489795918367347038e+00 4.400000000000000000e+01
4.714866363457394414e+02 1.489795918367347038e+00 6.500000000000000000e+01
6.250551925273969118e+02 1.489795918367347038e+00 9.900000000000000000e+01
8.286427728546842673e+02 1.489795918367347038e+00 1.790000000000000000e+02
1.098541141987557239e+03 1.489795918367347038e+00 2.100000000000000000e+02
1.456348477501244361e+03 1.489795918367347038e+00 2.730000000000000000e+02
1.930697728883249511e+03 1.489795918367347038e+00 3.210000000000000000e+02
2.559547922699533046e+03 1.489795918367347038e+00 3.400000000000000000e+02
3.393221771895329766e+03 1.489795918367347038e+00 3.500000000000000000e+02
4.498432668969444421e+03 1.489795918367347038e+00 3.550000000000000000e+02
5.963623316594636890e+03 1.489795918367347038e+00 3.590000000000000000e+02
7.906043210907701905e+03 1.489795918367347038e+00 3.600000000000000000e+02
1.048113134154685213e+04 1.489795918367347038e+00 3.610000000000000000e+02
1.389495494373135989e+04 1.489795918367347038e+00 3.620000000000000000e+02
1.842069969326716455e+04 1.489795918367347038e+00 3.620000000000000000e+02
2.442053094548649824e+04 1.489795918367347038e+00 3.620000000000000000e+02
3.237457542817639842e+04 1.489795918367347038e+00 3.630000000000000000e+02
4.291934260128778260e+04 1.489795918367347038e+00 3.630000000000000000e+02
5.689866029018293193e+04 1.489795918367347038e+00 3.630000000000000000e+02
7.543120063354607555e+04 1.489795918367347038e+00 3.630000000000000000e+02
1.000000000000000000e+05 1.489795918367347038e+00 3.630000000000000000e+02
1.000000000000000056e-01 1.571428571428571397e+00 0.000000000000000000e+00
1.325711365590109270e-01 1.571428571428571397e+00 0.000000000000000000e+00
1.757510624854791981e-01 1.571428571428571397e+00 0.000000000000000000e+00
2.329951810515371868e-01 1.571428571428571397e+00 0.000000000000000000e+00
3.088843596477480746e-01 1.571428571428571397e+00 0.000000000000000000e+00
4.094915062380425352e-01 1.571428571428571397e+00 0.000000000000000000e+00
5.428675439323858987e-01 1.571428571428571397e+00 0.000000000000000000e+00
7.196856730011519376e-01 1.571428571428571397e+00 0.000000000000000000e+00
9.540954763499939206e-01 1.571428571428571397e+00 0.000000000000000000e+00
1.264855216855295783e+00 1.571428571428571397e+00 0.000000000000000000e+00
1.676832936811008201e+00 1.571428571428571397e+00 0.000000000000000000e+00
2.222996482526194306e+00 1.571428571428571397e+00 0.000000000000000000e+00
2.947051702551809704e+00 1.571428571428571397e+00 0.000000000000000000e+00
3.906939937054616951e+00 1.571428571428571397e+00 0.000000000000000000e+00
5.179474679231209855e+00 1.571428571428571397e+00 0.000000000000000000e+00
6.866488450043001457e+00 1.571428571428571397e+00 1.000000000000000000e+00
9.102981779915218397e+00 1.571428571428571397e+00 1.000000000000000000e+00
1.206792640639328873e+01 1.571428571428571397e+00 1.000000000000000000e+00
1.599858719606057278e+01 1.571428571428571397e+00 2.000000000000000000e+00
2.120950887920190553e+01 1.571428571428571397e+00 2.000000000000000000e+00
2.811768697974230946e+01 1.571428571428571397e+00 3.000000000000000000e+00
3.727593720314938253e+01 1.571428571428571397e+00 4.000000000000000000e+00
4.941713361323833453e+01 1.571428571428571397e+00 6.000000000000000000e+00
6.551285568595508835e+01 1.571428571428571397e+00 9.000000000000000000e+00
8.685113737513520960e+01 1.571428571428571397e+00 1.200000000000000000e+01
1.151395399326446949e+02 1.571428571428571397e+00 1.700000000000000000e+01
1.526417967175233343e+02 1.571428571428571397e+00 2.300000000000000000e+01
2.023589647725157477e+02 1.571428571428571397e+00 3.300000000000000000e+01
2.682695795279724393e+02 1.571428571428571397e+00 4.700000000000000000e+01
3.556480306223128309e+02 1.571428571428571397e+00 6.900000000000000000e+01
4.714866363457394414e+02 1.571428571428571397e+00 1.100000000000000000e+02
6.250551925273969118e+02 1.571428571428571397e+00 1.660000000000000000e+02
8.286427728546842673e+02 1.571428571428571397e+00 1.990000000000000000e+02
1.098541141987557239e+03 1.571428571428571397e+00 2.670000000000000000e+02
1.456348477501244361e+03 1.571428571428571397e+00 3.230000000000000000e+02
1.930697728883249511e+03 1.571428571428571397e+00 3.450000000000000000e+02
2.559547922699533046e+03 1.571428571428571397e+00 3.560000000000000000e+02
3.393221771895329766e+03 1.571428571428571397e+00 3.620000000000000000e+02
